10933,Finney,117
10934,Ford,117
10935,Franklin,117
10936,Geary,117
10937,Gove,117
10938,Graham,117
10939,Grant,117
10940,Gray,117
10941,Greeley,117
10942,Greenwood,117
10943,Hamilton,117
10944,Harper,117
10945,Harvey,117
10946,Haskell,117
10947,Hodgeman,117
10948,Jackson,117
10949,Jefferson,117
10950,Jewell,117
10951,Johnson,117
10952,Kansas,117
10953,Kearny,117
10954,Kingman,117
10955,Kiowa,117
10956,Labette,117
10957,Lane,117
10958,Leavenworth,117
10959,Lincoln,117
10960,Linn,117
10961,Logan,117
10962,Lyon,117
10963,Marion,117
10964,Marshall,117
10965,McPherson,117
10966,Meade,117
10967,Miami,117
10968,Mitchell,117
10969,Montgomery,117
10970,Morris,117
10971,Morton,117
10972,Nemaha,117
10973,Neosho,117
10974,Ness,117
10975,Norton,117
10976,Osage,117
10977,Osborne,117
10978,Ottawa,117
10979,Pawnee,117
10980,Phillips,117
10981,Pottawatomie,117
10982,Pratt,117
10983,Rawlins,117
10984,Reno,117
10985,Republic,117
10986,Rice,117
10987,Riley,117
10988,Rooks,117
10989,Rush,117
10990,Russell,117
10991,Saline,117
10992,Scott,117
10993,Sedgwick,117
10994,Seward,117
10995,Shawnee,117
10996,Sheridan,117
10997,Sherman,117
10998,Smith,117
10999,Stafford,117
11000,Stanton,117
11001,Stevens,117
11002,Sumner,117
11003,Thomas,117
11004,Trego,117
11005,Wabaunsee,117
11006,Wallace,117
11007,Washington,117
11008,Wichita,117
11009,Wilson,117
11010,Woodson,117
11011,Wyandotte,117
11012,Adair,118
11013,Allen,118
11014,Anderson,118
11015,Ballard,118
11016,Barren,118
11017,Bath,118
11018,Bell,118
11019,Boone,118
11020,Bourbon,118
11021,Boyd,118
11022,Boyle,118
11023,Bracken,118
11024,Breathitt,118
11025,Breckinridge,118
11026,Bullitt,118
11027,Butler,118
11028,Caldwell,118
11029,Calloway,118
11030,Campbell,118
11031,Carlisle,118
11032,Carroll,118
11033,Carter,118
11034,Casey,118
11035,Christian,118
11036,Clark,118
11037,Clay,118
11038,Clinton,118
11039,Crittenden,118
11040,Cumberland,118
11041,Daviess,118
11042,Edmonson,118
11043,Elliott,118
11044,Estill,118
11045,Fayette,118
11046,Fleming,118
11047,Floyd,118
11048,Franklin,118
11049,Fulton,118
11050,Gallatin,118
11051,Garrard,118
11052,Grant,118
11053,Graves,118
11054,Grayson,118
11055,Green,118
11056,Greenup,118
11057,Hancock,118
11058,Hardin,118
11059,Harlan,118
11060,Harrison,118
11061,Hart,118
11062,Henderson,118
11063,Henry,118
11064,Hickman,118
11065,Hopkins,118
11066,Jackson,118
11067,Jefferson,118
11068,Jessamine,118
11069,Johnson,118
11070,Kenton,118
11071,Kentucky,118
11072,Knott,118
11073,Knox,118
11074,Larue,118
11075,Laurel,118
11076,Lawrence,118
11077,Lee,118
11078,Leslie,118
11079,Letcher,118
11080,Lewis,118
11081,Lincoln,118
11082,Livingston,118
11083,Logan,118
11084,Lyon,118
11085,Madison,118
11086,Magoffin,118
11087,Marion,118
11088,Marshall,118
11089,Martin,118
11090,Mason,118
11091,McCracken,118
11092,McCreary,118
11093,McLean,118
11094,Meade,118
11095,Menifee,118
11096,Mercer,118
11097,Metcalfe,118
11098,Monroe,118
11099,Montgomery,118
11100,Morgan,118
11101,Muhlenberg,118
11102,Nelson,118
11103,Nicholas,118
11104,Ohio,118
11105,Oldham,118
11106,Owen,118
11107,Owsley,118
11108,Pendleton,118
11109,Perry,118
11110,Pike,118
11111,Powell,118
11112,Pulaski,118
11113,Robertson,118
11114,Rockcastle,118
11115,Rowan,118
11116,Russell,118
11117,Scott,118
11118,Shelby,118
11119,Simpson,118
11120,Spencer,118
11121,Taylor,118
11122,Todd,118
11123,Trigg,118
11124,Trimble,118
11125,Union,118
11126,Warren,118
11127,Washington,118
11128,Wayne,118
11129,Webster,118
11130,Whitley,118
11131,Wolfe,118
11132,Woodford,118
11133,Acadia,119
11134,Acadia Parish,119
11135,Allen,119
11136,Allen Parish,119
11137,Ascension,119
11138,Ascension Parish,119
11139,Assumption,119
11140,Assumption Parish,119
11141,Avoyelles,119
11142,Avoyelles Parish,119
11143,Beauregard,119
11144,Beauregard Parish,119
11145,Bienville,119
11146,Bienville Parish,119
11147,Bossier,119
11148,Bossier Parish,119
11149,Caddo,119
11150,Caddo Parish,119
11151,Calcasieu,119
11152,Calcasieu Parish,119
11153,Caldwell,119
11154,Caldwell Parish,119
11155,Cameron,119
11156,Cameron Parish,119
11157,Catahoula,119
11158,Catahoula Parish,119
11159,Claiborne,119
